Pos,球員,排名,勝率,直板勝率,橫板勝率,右手勝率,左手勝率,男子勝率,女子勝率,穩定率,爆發率,平面勝率,短顆勝率,中顆勝率,長顆勝率,NT勝率
2351,李享諺,2370,44.00,66.67,40.91,45.45,33.33,46.15,36.36,68.00,19.23,46.51,42.86,100.00,66.67,100.00
2352,龔宥嘉,2371,41.76,0.00,42.70,41.67,42.86,42.68,33.33,50.94,35.19,45.45,25.00,0.00,20.00,0.00
2353,曾丞希,2372,38.46,50.00,36.36,30.00,66.67,36.36,50.00,62.50,0.00,53.33,50.00,-,100.00,-
2354,黃麒豪,2373,29.41,33.33,30.00,26.67,50.00,32.00,22.22,20.00,32.26,51.35,25.00,0.00,0.00,0.00
2355,陳清泉,2374,44.83,50.00,44.23,44.64,50.00,42.31,66.67,68.18,30.77,52.63,0.00,0.00,50.00,50.00
2356,莊承頤,2375,21.05,-,21.05,22.22,0.00,22.22,0.00,-,21.05,43.48,-,0.00,0.00,-
2357,陳幼剛,2376,6.25,0.00,8.33,6.25,-,6.67,0.00,14.29,0.00,0.00,-,-,100.00,-
2358,高丞佑,2377,50.00,-,50.00,41.67,100.00,46.15,100.00,42.86,100.00,53.33,-,-,-,-
2359,林晉廷,2378,57.14,60.00,57.14,56.25,66.67,61.54,44.44,50.00,58.62,54.17,33.33,-,0.00,50.00
2360,蔡萓恩,2379,92.86,100.00,92.31,91.67,100.00,90.91,100.00,-,-,91.67,-,-,100.00,-
2361,張睿庭,2380,25.00,0.00,28.57,0.00,66.67,28.57,0.00,0.00,33.33,50.00,0.00,-,0.00,0.00
2362,黃維承,2381,31.49,41.67,30.94,33.18,11.11,32.12,28.57,35.53,23.81,50.37,29.41,25.00,31.58,33.33
2363,張榮進,2382,40.74,50.00,39.13,34.78,75.00,47.37,25.00,50.00,36.84,57.69,33.33,0.00,50.00,-
2364,李泳群,2383,35.00,33.33,35.14,36.84,0.00,27.27,71.43,37.84,8.33,50.00,0.00,0.00,40.00,0.00
2365,薛禧恩,2384,42.86,50.00,41.67,46.15,0.00,46.15,0.00,41.67,33.33,33.33,100.00,-,-,-
2366,蕭泓鎬,2385,52.38,25.00,53.75,52.11,53.85,56.16,27.27,55.56,59.09,53.52,75.00,0.00,50.00,0.00
2367,黃盈嘉,2386,41.56,16.67,43.66,42.25,33.33,37.88,63.64,46.15,35.29,48.44,50.00,-,28.57,0.00
2368,張恩祈,2387,33.33,-,33.33,33.33,33.33,33.33,33.33,25.00,33.33,50.00,50.00,-,0.00,-
2369,吳宥澄,2388,44.44,-,44.44,50.00,0.00,50.00,33.33,75.00,20.00,42.86,-,100.00,0.00,-
2370,邱靖棠,2389,23.81,50.00,23.33,24.14,20.00,26.42,10.00,26.92,13.04,47.50,0.00,-,33.33,-
2371,王維誠,2390,48.48,0.00,53.33,48.39,50.00,46.43,60.00,57.89,33.33,42.86,66.67,0.00,50.00,0.00
2372,張景宇,2391,31.40,40.00,30.26,31.65,28.57,32.00,27.27,41.51,16.13,44.44,60.00,-,66.67,0.00
2373,張宸菲,2392,64.71,100.00,62.50,60.00,100.00,50.00,69.23,61.54,70.00,75.00,-,100.00,0.00,-
2374,李宗熹,2393,38.33,60.00,34.00,40.00,20.00,37.74,42.86,40.00,28.57,45.10,33.33,-,40.00,-
2375,辜文亮,2394,25.00,0.00,33.33,25.00,-,0.00,100.00,25.00,-,25.00,-,-,-,-
2376,劉柏謙,2395,38.10,0.00,40.00,38.10,-,37.50,40.00,60.00,30.77,50.00,-,0.00,0.00,0.00
2377,利維,2396,28.57,0.00,33.33,33.33,0.00,28.57,-,40.00,33.33,50.00,-,-,0.00,-
2378,楊苡晴,2397,42.86,0.00,50.00,42.86,-,50.00,0.00,40.00,50.00,50.00,0.00,-,-,-
2379,黃子恒,2398,48.15,-,48.15,44.00,100.00,57.89,25.00,50.00,44.44,52.38,0.00,-,75.00,-
2380,黃柏融,2399,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,30.77,-,-,0.00,-
2381,黃馨慧,2400,50.00,-,50.00,55.56,0.00,0.00,100.00,50.00,50.00,37.50,100.00,-,100.00,-
2382,梁祐愷,2401,46.20,70.00,44.52,44.44,64.29,50.00,36.36,59.68,38.94,49.62,40.00,62.50,25.00,50.00
2383,藍照淇,2402,33.33,-,33.33,33.33,-,50.00,0.00,100.00,20.00,25.00,50.00,-,-,-
2384,李詠旭,2403,57.69,-,57.69,56.00,100.00,65.00,33.33,57.89,57.14,56.25,40.00,-,-,-
2385,賴冠宇,2404,32.50,25.00,32.89,33.33,20.00,31.82,35.71,36.11,28.07,47.67,33.33,50.00,50.00,0.00
2386,鄞暉訓,2405,41.67,100.00,36.36,41.67,-,36.36,100.00,50.00,42.86,61.54,0.00,-,0.00,-
2387,劉子沅,2406,50.00,0.00,66.67,50.00,-,33.33,100.00,100.00,33.33,0.00,100.00,-,-,-
2388,吳光鎮,2407,52.78,33.33,55.56,52.78,-,52.00,54.55,42.86,55.17,53.33,42.86,-,66.67,-
2389,徐佳瑜,2408,37.93,16.67,40.91,41.67,0.00,39.13,20.00,60.00,7.69,60.00,100.00,-,0.00,-
2390,林啟興,2409,25.00,0.00,30.00,25.00,25.00,30.00,0.00,28.57,20.00,46.67,-,-,0.00,-
2391,陳俉羽,2410,64.71,-,62.50,61.54,75.00,62.50,100.00,76.92,33.33,40.00,0.00,-,100.00,-
2392,陳宥睿,2411,46.67,0.00,48.84,45.78,57.14,46.67,46.67,52.94,31.82,51.81,0.00,0.00,71.43,50.00
2393,高瑀謙,2412,20.00,0.00,23.08,20.00,-,8.33,66.67,20.00,0.00,47.62,50.00,0.00,-,-
2394,黃晨瑄,2413,80.00,-,80.00,80.00,-,75.00,100.00,100.00,0.00,80.00,-,-,-,-
2395,郭昱詳,2414,25.00,0.00,33.33,25.00,-,0.00,50.00,-,-,33.33,0.00,-,-,-
2396,魏廷睿,2415,26.47,0.00,27.00,28.41,14.29,28.24,17.65,36.54,16.67,51.56,37.50,0.00,0.00,0.00
2397,張智凱,2416,30.36,33.33,29.79,30.77,25.00,30.77,25.00,52.94,21.95,48.48,100.00,0.00,0.00,0.00
2398,陳宥成,2417,15.38,25.00,11.11,16.67,0.00,15.38,-,0.00,25.00,46.67,0.00,-,0.00,-
2399,郭彥均,2418,38.89,-,41.18,35.29,100.00,43.75,0.00,50.00,28.57,20.00,0.00,-,0.00,-
2400,高偉廷,2419,52.73,0.00,54.72,56.25,28.57,50.00,61.54,-,54.72,57.58,10.00,-,20.00,0.00
2401,王冠傑,2420,26.32,0.00,29.41,23.53,50.00,27.78,0.00,50.00,23.53,46.15,0.00,-,-,-
2402,簡遵珩,2421,47.37,0.00,50.00,50.00,0.00,41.67,57.14,100.00,44.44,46.15,-,0.00,50.00,0.00
2403,陳敬銘,2422,38.46,100.00,33.33,41.67,0.00,33.33,100.00,100.00,33.33,46.15,-,100.00,0.00,-
2404,黃詠婕,2423,88.89,50.00,100.00,87.50,100.00,100.00,66.67,88.89,0.00,100.00,-,-,66.67,-
2405,黃之妍,2424,64.52,0.00,66.67,62.96,75.00,61.54,80.00,77.78,42.86,56.52,100.00,-,0.00,-
2406,葉思婷,2425,20.00,-,25.00,20.00,-,0.00,25.00,33.33,33.33,33.33,0.00,-,0.00,-
2407,何皮皮,2426,43.48,-,43.48,47.37,25.00,43.48,-,56.25,16.67,50.00,0.00,-,-,-
2408,游哲宇,2427,46.67,22.22,50.00,49.30,0.00,45.76,50.00,49.12,40.00,43.75,40.00,-,50.00,0.00
2409,彭柏,2428,40.00,0.00,50.00,44.44,0.00,33.33,100.00,100.00,0.00,44.44,0.00,-,-,-
2410,白沅禾,2429,68.42,-,68.42,62.50,100.00,71.43,60.00,80.00,55.56,66.67,-,0.00,100.00,-
2411,周凡舜,2430,80.00,-,80.00,80.00,-,80.00,-,100.00,75.00,80.00,-,-,-,-
2412,黃顥,2431,39.13,0.00,45.00,33.33,60.00,40.00,37.50,40.91,0.00,50.00,0.00,100.00,0.00,0.00
2413,劉柏樟,2432,43.86,0.00,45.45,43.14,50.00,39.53,57.14,72.73,41.51,50.00,100.00,0.00,50.00,-
2414,林鼎宸,2433,11.11,-,11.11,11.11,-,11.11,-,14.29,0.00,36.36,-,-,0.00,-
2415,黃亞菱,2434,29.58,20.00,30.00,30.30,20.00,31.25,14.29,47.83,29.31,50.00,0.00,100.00,33.33,33.33
2416,蔡喨鎧,2435,27.78,20.00,30.00,25.00,66.67,29.03,25.00,55.56,19.23,33.33,-,-,0.00,0.00
2417,賴曉光,2436,34.38,33.33,34.46,35.42,25.00,36.07,28.95,40.00,29.84,47.13,0.00,20.00,37.50,0.00
2418,宋霽家,2437,75.00,-,75.00,75.00,-,75.00,-,66.67,100.00,75.00,-,-,-,-
2419,林姵旂,2438,25.00,-,25.00,25.00,-,25.00,-,50.00,0.00,25.00,-,-,-,-
2420,呂旻綾,2439,25.00,-,25.00,0.00,100.00,33.33,0.00,50.00,0.00,33.33,-,-,0.00,-
2421,曾子俊,2440,60.00,-,60.00,60.00,-,60.00,-,66.67,50.00,60.00,-,-,-,-
2422,吳彥興,2441,25.00,0.00,33.33,25.00,-,33.33,0.00,100.00,0.00,0.00,-,0.00,-,100.00
2423,李正文,2442,50.00,-,50.00,60.00,0.00,50.00,-,75.00,0.00,50.00,-,-,-,-
2424,周亮言,2443,22.22,0.00,25.00,14.29,50.00,25.00,20.00,50.00,0.00,33.33,100.00,-,0.00,0.00
2425,王宇樵,2444,22.22,-,22.22,14.29,50.00,0.00,66.67,-,22.22,37.50,0.00,-,-,-
2426,陳君禮,2445,30.68,21.05,37.10,32.47,28.57,28.77,54.55,68.97,12.73,44.44,-,-,-,0.00
2427,高睿妤,2446,57.14,-,57.14,57.14,-,50.00,100.00,100.00,40.00,80.00,0.00,-,-,-
2428,林彥丞,2447,45.87,28.57,46.00,45.92,45.45,40.91,66.67,60.00,38.37,53.06,15.38,-,14.29,-
2429,柯品妍,2448,25.00,-,25.00,25.00,-,0.00,100.00,50.00,33.33,33.33,0.00,0.00,-,-
2430,陳姸樺,2449,0.00,-,0.00,0.00,-,0.00,-,-,0.00,0.00,-,-,-,-
2431,陳立翊,2450,25.00,-,25.00,25.00,-,25.00,-,25.00,-,25.00,-,-,-,-
2432,林堉森,2451,60.00,100.00,57.89,62.50,50.00,81.82,33.33,50.00,64.29,70.00,-,-,50.00,-
2433,鄭宗恩,2452,36.36,16.67,40.43,37.78,33.33,39.53,27.27,78.57,20.51,47.37,20.00,0.00,33.33,66.67
2434,林彥宏,2453,34.88,25.00,34.21,34.21,40.00,33.33,40.00,52.94,29.41,53.33,25.00,100.00,0.00,-
2435,黃子瑀,2454,20.00,-,20.00,25.00,0.00,-,20.00,33.33,0.00,25.00,-,0.00,-,-
2436,鄧量予,2455,50.00,0.00,60.00,50.00,-,40.00,100.00,75.00,0.00,50.00,100.00,0.00,-,-
2437,林恩予,2456,10.00,-,11.11,11.11,0.00,10.00,-,33.33,0.00,36.36,0.00,-,-,0.00
2438,張兆煌,2457,40.00,-,40.00,40.00,-,25.00,100.00,100.00,40.00,33.33,50.00,-,-,-
2439,張庭豪,2458,42.11,0.00,44.44,46.15,33.33,46.15,33.33,80.00,33.33,44.44,0.00,-,-,-
2440,陳柏蓉,2459,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,-
2441,黃千芮,2460,28.57,0.00,36.36,28.57,-,30.77,0.00,44.44,0.00,43.75,0.00,-,-,-
2442,范浩展,2461,43.75,33.33,46.15,46.67,0.00,30.77,100.00,60.00,46.15,55.00,-,-,-,-
2443,李倢瑜,2462,77.78,-,77.78,87.50,0.00,85.71,50.00,66.67,83.33,77.78,-,-,-,-
2444,王健華,2463,20.39,31.25,18.52,21.64,11.11,19.53,25.00,37.84,19.70,49.48,23.08,0.00,11.11,0.00
2445,葉恆慈,2464,0.00,-,0.00,0.00,-,0.00,-,-,-,0.00,-,-,-,-
2446,唐妍安,2465,20.00,0.00,33.33,20.00,-,0.00,50.00,0.00,33.33,33.33,0.00,-,-,0.00
2447,黃宥敏,2466,100.00,-,100.00,100.00,100.00,100.00,100.00,100.00,-,100.00,-,-,100.00,-
2448,李政忠,2467,38.89,100.00,37.14,35.29,100.00,31.03,71.43,42.11,36.36,52.94,0.00,0.00,0.00,-
2449,陳品禎,2468,22.22,100.00,18.75,23.53,0.00,33.33,11.11,36.36,0.00,41.18,33.33,0.00,0.00,-
2450,陳佳琦,2469,46.15,0.00,50.00,50.00,0.00,66.67,28.57,57.14,28.57,50.00,0.00,0.00,0.00,-
2451,高偉廷,2470,40.00,25.00,41.07,37.74,57.14,45.24,27.78,58.62,29.73,50.91,0.00,0.00,25.00,-
2452,郭允羿,2471,53.33,0.00,57.14,61.54,0.00,53.85,50.00,75.00,33.33,40.00,-,-,0.00,-
2453,江生,2472,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.46,-,0.00,0.00,-
2454,謝明軒,2473,100.00,100.00,100.00,100.00,-,100.00,-,100.00,-,100.00,100.00,-,-,-
2455,李,2474,40.00,0.00,42.86,50.00,0.00,41.67,33.33,50.00,33.33,50.00,0.00,-,0.00,-
2456,王柚晴,2475,40.00,-,40.00,50.00,0.00,33.33,50.00,100.00,25.00,66.67,0.00,-,0.00,-
2457,石昇儒,2476,22.73,50.00,20.00,25.00,0.00,16.67,50.00,100.00,22.73,42.86,0.00,-,-,-
2458,石佳禾,2477,20.00,0.00,21.43,21.62,12.50,22.50,0.00,33.33,18.42,46.30,0.00,0.00,33.33,50.00
2459,林芷聿,2478,40.00,-,40.00,28.57,66.67,28.57,66.67,50.00,25.00,28.57,100.00,-,0.00,-
2460,張子萱,2479,33.33,40.00,25.00,33.33,-,33.33,-,66.67,16.67,44.44,100.00,-,0.00,-
2461,蘇絹淇,2480,33.33,-,33.33,40.00,0.00,40.00,0.00,66.67,0.00,20.00,100.00,-,-,-
2462,吳婉君,2481,14.29,33.33,9.09,15.38,0.00,8.33,50.00,12.50,20.00,42.11,100.00,-,0.00,-
2463,黎灼支,2482,38.24,57.14,33.33,43.33,0.00,34.48,60.00,56.25,19.05,51.35,0.00,-,100.00,-
2464,陳立軒,2483,37.40,30.77,38.14,39.17,18.18,36.79,40.00,37.93,36.07,48.23,22.22,0.00,40.00,66.67
2465,呂依庭,2485,40.00,-,40.00,40.00,-,50.00,0.00,66.67,0.00,33.33,-,0.00,100.00,-
2466,何恭碩,2486,31.58,0.00,37.50,31.58,-,35.29,0.00,45.45,30.00,47.37,-,0.00,0.00,-
2467,蔡宜岑,2487,25.00,-,25.00,25.00,-,0.00,50.00,33.33,0.00,0.00,-,-,100.00,-
2468,曾彥齊,2488,33.33,66.67,27.78,32.50,50.00,34.29,28.57,60.00,27.78,46.51,0.00,-,25.00,-
2469,蕭嘉鈞,2489,40.54,0.00,45.45,45.45,0.00,41.67,0.00,45.45,34.62,51.35,0.00,-,50.00,0.00
2470,林桓瑞,2490,25.00,20.00,25.58,26.67,0.00,23.08,33.33,20.00,25.64,49.18,33.33,0.00,50.00,-
2471,李佳樺,2491,19.25,21.74,16.98,19.10,16.67,19.25,16.67,63.33,11.60,45.95,0.00,0.00,0.00,-
2472,羅盈潔,2492,16.67,20.00,15.38,12.50,50.00,20.00,0.00,14.29,16.67,45.00,0.00,0.00,0.00,0.00
2473,蔡歐歐,2493,48.00,-,48.00,40.91,100.00,0.00,54.55,62.50,23.08,50.00,100.00,0.00,66.67,-
2474,謝東憲,2494,44.44,50.00,42.86,50.00,0.00,44.44,-,66.67,0.00,50.00,100.00,100.00,25.00,-
2475,陳汶聖,2495,30.00,0.00,37.50,37.50,0.00,37.50,0.00,60.00,0.00,44.44,0.00,-,-,0.00
2476,李宗達,2496,69.23,-,69.23,69.23,-,69.23,-,66.67,83.33,70.00,0.00,-,-,-
2477,鍾昀佐,2497,75.00,100.00,73.91,80.00,50.00,68.75,87.50,72.73,100.00,50.00,100.00,100.00,100.00,-
2478,陳韋彤,2498,37.50,-,37.50,28.57,100.00,20.00,66.67,100.00,0.00,40.00,0.00,0.00,100.00,-
2479,費虹寧,2499,28.57,0.00,31.58,31.58,0.00,28.57,-,33.33,0.00,35.00,-,100.00,0.00,-
2480,林命嘉,2500,30.66,24.14,31.69,30.65,30.77,29.24,36.59,44.19,24.66,50.00,0.00,0.00,10.00,0.00
2481,廖香伃,2501,27.74,37.04,24.24,25.41,42.86,25.47,30.43,51.11,12.94,45.45,50.00,-,14.29,100.00
2482,鄭幃澤,2502,25.00,100.00,0.00,25.00,-,25.00,-,100.00,0.00,0.00,50.00,-,-,-
2483,蔡景丞,2503,64.29,-,64.29,61.54,100.00,80.00,25.00,-,61.54,69.23,-,-,66.67,-
2484,鄒子閎,2504,53.57,-,53.57,50.00,75.00,42.86,85.71,72.73,42.11,45.83,100.00,100.00,-,-
2485,陳泳諶,2505,44.44,0.00,50.00,44.44,-,57.14,0.00,40.00,50.00,42.86,0.00,-,-,0.00
2486,姜瀚珽,2506,54.84,100.00,53.33,50.00,100.00,46.15,100.00,85.71,45.83,50.00,33.33,100.00,50.00,-
2487,張嘉健,2507,50.00,-,50.00,55.56,33.33,55.56,33.33,75.00,37.50,25.00,-,0.00,0.00,0.00
2488,楊佳臻,2508,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,-,-,-,-
2489,黃志豊,2509,42.86,-,42.86,50.00,0.00,33.33,100.00,-,42.86,42.86,-,-,-,-
2490,黃鈺,2510,75.00,100.00,71.43,75.00,-,60.00,100.00,100.00,33.33,75.00,-,-,-,-
2491,周書妍,2511,46.15,0.00,50.00,50.00,33.33,44.44,50.00,66.67,20.00,66.67,0.00,66.67,50.00,-
2492,曾策昕,2513,23.53,0.00,26.67,18.18,33.33,27.27,16.67,33.33,0.00,35.71,25.00,-,0.00,-
2493,鄭宸睿,2514,12.50,-,12.50,14.29,0.00,16.67,0.00,0.00,14.29,16.67,-,-,0.00,-
2494,陳葦綸,2515,52.94,-,52.94,53.33,50.00,50.00,55.56,50.00,66.67,53.85,-,50.00,0.00,-
2495,鄧晴云,2516,20.00,-,20.00,20.00,-,-,20.00,-,-,0.00,50.00,-,0.00,-
2496,呂明峰,2517,34.74,27.27,35.71,32.94,50.00,35.90,29.41,43.55,22.22,46.94,30.00,0.00,80.00,50.00
2497,王嘉鴻,2518,25.00,-,25.00,25.00,-,28.57,0.00,25.00,25.00,44.44,0.00,-,-,-
2498,郭育琳,2519,31.82,0.00,35.00,35.90,0.00,30.30,36.36,50.00,27.59,50.00,33.33,0.00,0.00,-
2499,林欣慧,2520,0.00,0.00,0.00,0.00,-,-,0.00,0.00,0.00,0.00,0.00,-,0.00,-
2500,楊凱祥,2521,21.43,100.00,18.52,24.00,0.00,15.79,33.33,12.50,25.00,42.42,0.00,-,50.00,-
2501,廖語璿,2522,18.37,0.00,20.45,18.60,16.67,19.35,16.67,23.08,5.00,48.08,14.29,-,14.29,-
2502,李翊,2523,31.91,20.00,33.33,31.82,33.33,36.00,27.27,50.00,32.61,50.00,57.14,0.00,25.00,-
2503,蔡宜軒,2524,25.00,-,25.00,25.00,-,0.00,33.33,-,-,25.00,-,-,-,-
2504,曾明晴,2525,33.33,-,33.33,33.33,-,33.33,-,-,33.33,0.00,100.00,100.00,-,-
2505,劉振安,2526,50.00,50.00,50.00,46.15,100.00,50.00,-,77.78,0.00,25.00,0.00,-,0.00,-
2506,班仁頡,2527,44.44,100.00,37.50,37.50,100.00,28.57,100.00,60.00,40.00,40.00,-,-,0.00,-
2507,姜加恩,2528,31.43,100.00,29.41,30.30,50.00,37.04,12.50,45.00,12.50,47.37,0.00,-,33.33,0.00
2508,黃禎慶,2529,29.63,0.00,32.65,27.08,50.00,27.08,50.00,14.29,30.61,48.53,50.00,-,33.33,-
2509,曾煒程,2530,47.06,0.00,53.33,53.85,25.00,46.15,50.00,44.44,44.44,40.00,0.00,0.00,-,-
2510,張家宸,2531,73.33,50.00,76.92,71.43,100.00,69.23,100.00,100.00,66.67,66.67,50.00,-,100.00,-
2511,劉曜宇,2532,42.86,0.00,46.15,33.33,100.00,30.00,75.00,57.14,28.57,46.67,-,-,100.00,-
2512,林宇曦,2533,33.33,-,33.33,33.33,-,25.00,50.00,-,33.33,40.00,-,-,0.00,-
2513,陳秉逸,2534,55.17,100.00,53.57,54.17,60.00,52.94,58.33,56.52,36.36,52.00,-,-,50.00,-
2514,曾琰程,2535,47.86,50.00,47.17,48.11,45.45,44.33,65.00,50.55,28.57,50.45,50.00,33.33,42.86,-
2515,鍾定橙,2536,30.49,23.08,30.95,32.50,13.04,30.05,32.50,42.86,28.80,50.38,28.57,0.00,23.53,0.00
2516,李春和,2537,33.33,100.00,14.29,33.33,-,33.33,-,50.00,0.00,50.00,0.00,0.00,0.00,-
2517,謝上智,2538,31.25,33.33,30.77,33.33,0.00,31.25,-,41.67,25.00,37.50,100.00,100.00,50.00,-
2518,朱喬渲,2539,33.33,100.00,14.29,33.33,-,37.50,0.00,28.57,33.33,40.00,-,-,100.00,-
2519,劉沛嬅,2540,50.00,66.67,0.00,50.00,50.00,33.33,100.00,50.00,-,33.33,-,-,100.00,-
2520,莊承儒,2541,51.85,-,51.85,52.00,50.00,59.09,20.00,57.14,54.55,50.00,25.00,-,25.00,100.00
2521,葉立勤,2542,52.63,-,52.63,66.67,0.00,58.82,0.00,72.73,25.00,54.55,50.00,-,0.00,-
2522,謝欣彤,2543,71.43,0.00,76.92,66.67,100.00,100.00,63.64,87.50,70.00,75.00,-,50.00,50.00,-
2523,王昀祚,2544,11.11,0.00,12.50,12.50,0.00,0.00,33.33,0.00,16.67,36.36,-,0.00,-,-
2524,楊婷婷,2545,25.00,-,25.00,25.00,-,50.00,0.00,33.33,0.00,33.33,0.00,-,-,-
2525,鄭袖文,2546,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.46,-,0.00,-,-
2526,張競元,2547,55.56,50.00,57.14,55.56,-,62.50,0.00,100.00,42.86,50.00,-,-,-,-
2527,許庭維,2548,65.22,50.00,70.00,65.00,66.67,71.43,55.56,80.00,63.16,50.00,-,-,33.33,-
2528,李羽伶,2549,61.54,-,61.54,66.67,0.00,-,61.54,66.67,25.00,33.33,-,0.00,100.00,-
2529,楊依樺,2550,33.93,16.67,36.00,33.64,50.00,34.38,31.25,37.93,36.49,49.24,16.67,0.00,40.00,-
2530,汪尚賢,2551,25.00,-,33.33,25.00,-,0.00,100.00,0.00,33.33,33.33,-,-,0.00,-
2531,游家慶,2552,53.57,50.00,53.85,55.56,0.00,60.00,37.50,56.52,28.57,52.17,100.00,-,0.00,0.00
2532,葉思雅,2553,12.50,0.00,14.29,12.50,-,0.00,100.00,20.00,0.00,33.33,0.00,-,0.00,-
2533,鍾苡廉,2554,20.00,-,20.00,20.00,-,20.00,-,25.00,0.00,20.00,-,-,-,-
2534,黄文賜,2555,36.36,0.00,40.00,40.00,0.00,25.00,66.67,33.33,33.33,45.45,100.00,-,0.00,-
2535,簡瑀荷,2556,66.67,100.00,65.22,68.18,50.00,73.68,40.00,100.00,55.56,60.00,-,100.00,-,-
2536,羅彥程,2557,37.50,50.00,31.25,40.91,0.00,30.00,75.00,43.75,25.00,44.44,33.33,-,25.00,0.00
2537,吳憲明,2558,22.45,42.86,14.71,22.22,25.00,20.00,33.33,21.74,21.88,46.77,50.00,100.00,50.00,0.00
2538,詹智堯,2559,33.33,50.00,31.58,26.32,100.00,38.89,0.00,53.85,22.22,50.00,-,-,0.00,0.00
2539,Tai Lun Zhang,2560,25.00,-,25.00,50.00,0.00,0.00,100.00,-,25.00,0.00,-,100.00,-,-
2540,魏玉騏,2561,50.00,16.67,54.35,52.00,25.00,47.06,55.00,68.00,44.12,50.00,50.00,0.00,100.00,-
2541,周俊南,2562,33.33,-,33.33,33.33,-,25.00,100.00,33.33,33.33,33.33,-,-,-,-
2542,謝秉錕,2563,25.00,100.00,0.00,25.00,-,25.00,-,50.00,0.00,25.00,-,-,-,-
2543,楊詠竣,2564,58.33,-,58.33,55.56,66.67,57.14,60.00,100.00,50.00,60.00,0.00,-,-,-
2544,劉佩瑀,2565,22.22,0.00,23.53,25.00,0.00,23.08,20.00,28.57,0.00,45.45,33.33,-,50.00,-
2545,詹前毅,2566,31.82,0.00,33.33,17.65,80.00,35.29,20.00,43.75,25.00,50.00,-,0.00,0.00,-
2546,葉家弘Hom YEH,2567,40.00,-,40.00,50.00,0.00,33.33,50.00,50.00,33.33,66.67,-,0.00,-,-
2547,黃科睿,2568,61.22,33.33,63.04,61.70,50.00,69.23,30.00,-,61.22,54.84,100.00,0.00,50.00,100.00
2548,羅子耘,2569,37.84,100.00,32.35,37.14,50.00,36.67,42.86,43.75,39.13,48.15,33.33,0.00,16.67,-
2549,顏哲良,2570,33.33,-,33.33,33.33,-,33.33,-,50.00,0.00,50.00,0.00,-,-,-
2550,許妍艾,2571,66.67,33.33,70.83,66.67,66.67,80.00,50.00,50.00,69.57,42.86,0.00,-,100.00,-
2551,賴凱彤,2572,87.50,-,87.50,87.50,-,83.33,100.00,66.67,87.50,100.00,0.00,-,100.00,-
2552,黃維坪,2573,41.67,50.00,40.00,41.67,-,33.33,66.67,0.00,50.00,0.00,0.00,-,-,-
2553,郭駿逸,2574,59.26,-,59.26,63.64,40.00,60.87,50.00,77.78,54.55,47.37,100.00,-,-,100.00
2554,陳姮安,2575,40.00,-,40.00,50.00,0.00,25.00,100.00,0.00,100.00,0.00,-,0.00,100.00,-
2555,陳威佑,2576,58.33,50.00,60.00,55.56,66.67,50.00,100.00,57.14,60.00,37.50,-,-,100.00,-
2556,張銘宏,2577,17.78,10.00,19.07,18.69,11.11,16.93,22.22,26.96,8.18,50.00,0.00,33.33,11.11,0.00
2557,蘇琬淳,2578,23.08,100.00,20.00,25.00,0.00,33.33,0.00,20.00,21.74,40.00,-,-,0.00,0.00
2558,莊能智,2579,31.25,50.00,28.57,28.89,66.67,31.71,28.57,30.00,33.33,48.28,-,-,0.00,50.00
2559,胡恩赫,2580,40.00,-,40.00,40.00,-,40.00,-,0.00,50.00,40.00,-,-,-,-
2560,董政遠,2581,0.00,-,0.00,0.00,-,0.00,-,0.00,0.00,0.00,0.00,0.00,-,-
2561,曾仁杰,2582,11.76,50.00,6.67,7.14,33.33,12.50,0.00,20.00,0.00,30.00,0.00,-,-,-
2562,曾宇謙,2583,16.67,0.00,20.00,16.67,-,33.33,0.00,16.67,-,16.67,-,-,-,-
2563,彭賢富,2584,9.09,0.00,10.00,9.09,-,0.00,100.00,14.29,0.00,40.00,0.00,-,-,-
2564,劉孟峰,2585,37.50,100.00,28.57,42.86,0.00,37.50,-,33.33,40.00,28.57,-,-,100.00,-
2565,王志宇,2586,20.00,-,20.00,0.00,100.00,20.00,-,33.33,0.00,20.00,-,-,-,-
2566,楊竣翔,2587,0.00,0.00,0.00,0.00,0.00,0.00,-,-,0.00,0.00,-,-,0.00,-
2567,丁建鈞,2588,20.00,-,20.00,20.00,-,25.00,0.00,-,-,33.33,-,0.00,0.00,-
2568,王嘉昱,2589,7.69,0.00,9.09,7.69,-,7.69,-,7.69,-,27.27,0.00,0.00,0.00,0.00
2569,羅子耘,2590,71.43,-,71.43,71.43,-,66.67,100.00,71.43,100.00,71.43,-,-,-,-
2570,李芳儒,2591,0.00,-,0.00,0.00,-,0.00,-,-,0.00,0.00,-,-,0.00,-
2571,邱柏崴,2592,61.11,50.00,62.50,64.71,0.00,64.29,50.00,70.00,55.56,50.00,0.00,-,-,-
2572,林柏佑,2593,60.00,0.00,66.67,60.00,-,55.56,100.00,100.00,33.33,55.56,100.00,-,100.00,-
